Subject-id_accel,Activity_accel,Timestamp_accel,accel_x,accel_y,accel_z,Segment_accel,DateTime,gyro_x,gyro_y,gyro_z,accel_magnitude,gyro_magnitude,Roll,Pitch,Yaw,Time_Difference,Difference_Microseconds,vx,vy,vz,dx,dy,dz,Time_diff
1632,A,5583170575095.0,-6.813797,4.691360773826286,2.00885,164,1970-01-01 01:33:03.170575095,1.2938843,0.11427307,0.53704834,16.37801067578105,1.4055660197267401,-91.17267608642578,0.826964795589447,-88.87306213378906,15005479.0,50354.0,-0.3606377826159,-0.21242807871075123,0.0987932916677,-0.016281172715523873,-0.008581560169586675,0.004649833256084723,15.005479502000526
1632,A,5583220929099.0,-4.7162933,5.357544773826286,-2.273697,164,1970-01-01 01:33:03.220929099,2.2481384,-0.0848999,1.8987274,15.032324586032423,2.9438919813888096,-91.24939727783203,1.3518812656402588,-88.87383270263672,15055833.0,50354.0,-0.29029308348310007,-0.24046790502675125,-0.006668052919000002,-0.016388486415774527,-0.011402562182559101,0.0023194371359760197,15.055833506000454
1632,A,5583271283103.0,0.22946167,4.091858773826285,0.14103699,164,1970-01-01 01:33:03.271283103,1.5070648,0.5574646,2.2364655,15.359096781737279,2.7538680114236502,-91.13037872314453,1.4079375267028809,-88.90304565429688,15106187.0,50354.0,-0.11296495994851001,-0.25556156688075127,-0.05369398107177,-0.010152827759477647,-0.012488534014215192,-0.0015197349297856164,15.106187510000382
1632,A,5583321637107.0,1.384201,5.059982773826286,2.829895,164,1970-01-01 01:33:03.321637107,1.1709137,-0.15878296,1.3381348,14.72944142283566,1.7851766478993307,-90.76886749267578,1.3061357736587524,-88.88931274414062,15156541.0,50354.0,0.040627185042590004,-0.26305328535475125,0.07479915471223,-0.001821248158806348,-0.013057166134733247,0.0005313649567458616,15.15654151400031
1632,A,5583371991111.0,2.3753967,11.184799773826285,-0.6578827,164,1970-01-01 01:33:03.371991111,1.4045563,-0.6369629,0.8809967,8.62354975655421,1.7761349389213055,-90.78889465332031,0.924835741519928,-88.86006164550781,15206895.0,50354.0,0.0946553912929,-0.08447430979775125,0.054684753677100004,0.0034060094243986323,-0.008749702263154557,0.0032600163615181615,15.206895518000238
1632,A,5583422345115.0,1.9364471,15.628311773826285,-0.96035767,164,1970-01-01 01:33:03.422345115,0.7173462,-0.59898376,1.0474243,4.389381366998115,1.4037324458844243,-91.04889678955078,0.32564467191696167,-88.8342514038086,15257249.0,50354.0,0.10855929135260001,0.18160450943524878,-0.04074243779549001,0.005116336064965754,0.0024454470362732755,0.00035102568695129493,15.257249522000166
1632,A,5583472699119.0,1.6373749,18.312637973826284,-2.3982697,164,1970-01-01 01:33:03.472699119,0.030578613,-0.82562256,1.0711823,3.118186924583217,1.3527820160643944,-92.13929748535156,-0.37487757205963135,-88.79349517822266,15307603.0,50354.0,0.089978116494,0.3610620917966488,-0.08456016129449001,0.004998576317353849,0.013662717019215486,-0.003154743537288427,15.307603526000094
1632,A,5583523053123.0,0.20300293,16.729721773826284,-0.028427124,164,1970-01-01 01:33:03.523053123,-0.74053955,-0.44778442,0.104904175,2.726588205679673,0.8717308058347885,-92.1380844116211,-0.46610063314437866,-88.77156829833984,15357957.0,50354.0,0.04633519262591,0.3887922913666487,-0.061096945937848,0.003431960183711975,0.018879083804902344,-0.0036672089887885744,15.357957530000022
1632,A,5583573407127.0,-5.6296844,9.629623773826285,8.499069,164,1970-01-01 01:33:03.573407127,-0.8685913,-1.0652313,-0.4303894,14.154140460348144,1.4402790023352212,-91.28515625,0.09151603281497955,-88.72068786621094,15408311.0,50354.0,-0.13662755937019,0.17018004285324873,0.213265350512052,-0.0022732909175207376,0.014073246458654359,0.003831143921964734,15.408311534000859
1632,A,5583623761131.0,-10.204742,4.281418773826285,12.810959,164,1970-01-01 01:33:03.623761131,0.1144104,-1.5396881,0.31497192,22.322648303166673,1.5757336371665918,-90.43517303466797,0.7616584897041321,-88.63776397705078,15458665.0,50354.0,-0.3986633534728,-0.14323088177775128,0.5365225749560001,-0.013477019312647961,0.0006784990283977991,0.018877410599509148,15.458665538000787
1632,A,5583674115134.0,0.79937744,8.432449773826285,1.4157715,164,1970-01-01 01:33:03.674115134,0.38475037,-1.2507782,1.0331726,11.135476723541261,1.6673105812058944,-90.22225189208984,0.6920344829559326,-88.57316589355469,15509019.0,50354.0,-0.23679886352711998,-0.1733721315757513,0.35818639379850004,-0.015999032237406986,-0.007971114067201135,0.022526087706332052,15.50901954100027
1632,A,5583724469138.0,6.3574677,11.143677773826285,-4.5451965,164,1970-01-01 01:33:03.724469138,0.07847595,-0.47921753,-0.111206055,11.403851829413233,0.49817135852672867,-90.7850341796875,-0.12442052364349365,-88.55201721191406,15559373.0,50354.0,0.18018789008978,-0.0006010367327512805,-0.07878953322500001,-0.0014252944782319086,-0.00438012245850317,0.00703437475865901,15.559373545000199
1632,A,5583774823142.0,4.342911,14.973938773826285,-7.250946,164,1970-01-01 01:33:03.774823142,-0.10368347,0.5400238,-1.1017761,9.563452892018761,1.2313758731796278,-91.86678314208984,-0.8290140628814697,-88.56926727294922,15609727.0,50354.0,0.2694034345299,0.16409403182024873,-0.2969914797225,0.011319360779949683,0.004116263137317924,-0.009461038562979208,15.609727549000127
1632,A,5583825177146.0,2.570755,8.474930773826285,-5.6226807,164,1970-01-01 01:33:03.825177146,-1.5436096,0.9339447,-1.7415009,12.595419769175876,2.5075503354012776,-92.541748046875,-1.1917370557785034,-88.60232543945312,15660081.0,50354.0,0.174065368882,0.09690298860124874,-0.3241192994259,0.011165214063501407,0.0065711219831520425,-0.01563770608661927,15.660081553000055
1632,A,5583875531150.0,-0.44847107,6.859177273826285,0.71694946,164,1970-01-01 01:33:03.875531150,-3.351303,-0.9957733,-1.8423309,12.617787073781738,3.9518324114133057,-92.56571960449219,-1.2010211944580078,-88.5514907836914,15710435.0,50354.0,0.053432742505610004,-0.10740236168425128,-0.12351159542948,0.005727719950405857,-0.000264342716110755,-0.011270003039773902,15.710435556999983
1632,A,5583925885154.0,-4.0879517,10.175964773826285,2.4086761,164,1970-01-01 01:33:03.925885154,-3.1172485,-1.395935,-1.912735,10.416079791739554,3.9146427570344464,-92.33477783203125,-0.7051442861557007,-88.4845962524414,15760789.0,50354.0,-0.11421351608029,-0.06457542866625128,0.07869387472412001,-0.0015302775362897184,-0.004329884827654604,-0.0011283757541988484,15.76078956100082
1632,A,5583976239158.0,-4.84404,9.589462773826286,-2.2067108,164,1970-01-01 01:33:03.976239158,-1.7494202,-1.7034454,-0.30122375,11.204318816938297,2.4602709229906496,-92.65335845947266,-0.08161565661430359,-88.39778900146484,15811143.0,50354.0,-0.2248807550309,0.004164969367248748,0.0050848803580999975,-0.00853737646376643,-0.0015209541337709868,0.0021092977167050534,15.811143565000748
1632,A,5584026593162.0,-1.8367462,10.563827773826285,-1.587738,164,1970-01-01 01:33:04.026593162,-1.7782135,-0.5418701,1.4400635,9.21051656719722,2.351478118309526,-92.9249267578125,0.2792448103427887,-88.3746566772461,15861497.0,50354.0,-0.1682021541574,0.013930196118248734,-0.09553283743760002,-0.00989664840463383,0.00045558198142837015,-0.0022772082153905723,15.861497569000676
1632,A,5584076947166.0,-0.535614,10.006042773826286,-1.406311,164,1970-01-01 01:33:04.076947166,-0.8134613,1.625,0.35795593,9.561713359713206,1.8521546194688647,-93.10429382324219,0.36614498496055603,-88.45751953125,15911851.0,50354.0,-0.05972891275540001,0.024418430778248727,-0.07538117167300001,-0.0057386204716635665,0.0009655033793731167,-0.004303102007377577,15.911851573000604
