DateTime,x,y,z,dx,dy,dz,Time_secs,Activity,Time_diff
1970-01-01 13:43:14.992294,0.84446156,8.008764,2.7921712,0.0,0.0,0.0,49394.992294,Walking,0.0
1970-01-01 13:43:15.102310,1.1168685,8.62168,3.7864566,0.005934749527477925,-0.00904603790061159,0.01990613870849618,49395.10231,Walking,0.11001599999872269
1970-01-01 13:43:15.202316,-0.50395286,16.657684,1.3075534,0.0069272388437640635,0.005927139689244922,0.030831496781440156,49395.202316,Walking,0.21002199999929871
1970-01-01 13:43:15.302292,4.7943625,10.760075,-1.1849703,0.012252889492148025,0.03363090439454018,0.013039043180047605,49395.302292,Walking,0.3099979999969946
1970-01-01 13:43:15.412338,-0.040861044,9.234595,-0.6946377,0.026192098404256493,0.02258198086302895,-0.005353407045666569,49395.412338,Walking,0.42004399999859743
1970-01-01 13:43:15.522293,2.4925237,8.730643,-1.4573772,0.021789683076233655,-0.0038681734922399865,-0.012190384841602904,49395.522293,Walking,0.5299989999984973
1970-01-01 13:43:15.632309,0.53119355,9.888372,-1.2258313,0.016563729638080466,-0.00803319563531088,-0.014627195560959913,49395.632309,Walking,0.64001499999722
1970-01-01 13:43:15.742294,1.7570249,11.032481,-0.6537767,0.01606680081179238,0.0009060001024195809,-0.013801042968869193,49395.742294,Walking,0.75
1970-01-01 13:43:15.852340,2.982856,12.14935,-1.3075534,0.02127394525133494,0.014719741169423957,-0.011625402996784244,49395.852340000005,Walking,0.8600460000016028
1970-01-01 13:43:15.962295,-0.8036005,12.721405,-1.2666923,0.020925122949721982,0.026645175796674674,-0.01371379976169381,49395.962295000005,Walking,0.9700010000015027
1970-01-01 13:43:16.072311,0.19068487,6.932757,0.53119355,0.004735900353241759,0.01598271556749797,-0.010010570822911945,49396.072311,Walking,1.0800170000002254
1970-01-01 13:43:16.172287,-0.3405087,6.3198414,0.50395286,-0.0020597383735749307,-0.015816927420385388,0.0005641937361519621,49396.172287,Walking,1.1799929999979213
1970-01-01 13:43:16.282333,0.46309182,8.894087,5.7886477,-4.096476668525242e-05,-0.030852988951341045,0.021898199865742988,49396.282333,Walking,1.290038999999524
1970-01-01 13:43:16.382309,0.08172209,7.246025,5.8976107,0.001698544688657062,-0.02081439929451211,0.04650935735025785,49396.382309,Walking,1.39001499999722
1970-01-01 13:43:16.492294,-0.7627395,4.6036777,-2.6423476,-0.0005618414450575777,-0.033064829903416644,0.041969601842870304,49396.492294,Walking,1.5
1970-01-01 13:43:16.592239,-1.607201,7.5456724,1.0351465,-0.0077898483034909705,-0.04000973885392406,0.004932245724875934,49396.592239000005,Walking,1.5999450000017532
1970-01-01 13:43:16.692276,1.4573772,8.771504,-0.46309182,-0.006298620296374952,-0.02693642951090317,-0.002586083494897724,49396.692276,Walking,1.699981999998272
1970-01-01 13:43:16.802292,1.0351465,10.038197,-0.8036005,0.007129849925467127,-0.011539314731250043,-0.002258897696136933,49396.802292,Walking,1.8099979999969946
1970-01-01 13:43:16.912338,2.8738933,15.050485,0.6537767,0.019378871737608865,0.014104065524502689,-0.004287500339947775,49396.912338,Walking,1.9200439999985974
1970-01-01 13:43:17.012253,-3.9499009,13.633968,-2.3018389,0.008059765732912361,0.03765500104190669,-0.0045249916002471045,49397.012253,Walking,2.0199589999974705
1970-01-01 13:43:17.122299,4.372132,7.4639506,-0.10896278,-0.0016794245436343256,0.029390916532436685,-0.0118289880507212,49397.122299,Walking,2.1300049999990733
1970-01-01 13:43:17.232315,-1.7978859,1.4573772,-0.7218784,0.009067329013035773,-0.027899675033101007,-0.009810811705364146,49397.232315,Walking,2.240020999997796
