DateTime,dx,dy,dz
1970-01-01 13:47:26.322311,0.0,0.0,0.0
1970-01-01 13:47:26.422317,-0.0012600333503947755,-1.0056689246883954,0.03487227429632512
1970-01-01 13:47:26.522323,-0.003167110879103431,-1.0322325877911032,0.06974454859265024
1970-01-01 13:47:26.572281,-0.0013096143696190046,-0.5094192597055541,0.0254514542650109
1970-01-01 13:47:26.672317,-0.0052126765407464045,-1.0183663566975723,0.04991817116457742
1970-01-01 13:47:26.782303,-0.005727967352408716,-1.1283220446997397,0.08564311193689823
1970-01-01 13:47:26.882461,-0.00033695309168711875,-1.0310816311029107,0.08407769575133295
1970-01-01 13:47:26.982315,-0.003360062861853435,-1.050294694614917,0.0763081315444434
1970-01-01 13:47:27.082260,-0.0063230901906767625,-1.0639464365499443,0.07350376101910587
1970-01-01 13:47:27.192306,-0.004000885315096864,-1.1709049230122188,0.08734340054097676
1970-01-01 13:47:27.302292,0.0006172368660093003,-1.176872569039481,0.09731868613676327
1970-01-01 13:47:27.412338,0.0016897100330485997,-1.1869163935895852,0.10368088604062213
1970-01-01 13:47:27.522323,-0.0016888486799321175,-1.194248919454421,0.10522937656056344
1970-01-01 13:47:27.632309,-0.0037071812465007364,-1.195217532846998,0.1007528700671683
1970-01-01 13:47:27.742264,-0.003294019784454245,-1.1838725198790108,0.09445268506659783
1970-01-01 13:47:27.842300,0.0020487666491911037,-1.0601112354959967,0.08004151623801575
1970-01-01 13:47:27.952347,0.006788839553538202,-1.152757242934204,0.08590461591492875
1970-01-01 13:47:28.052261,0.004834211846254564,-1.0454139118791477,0.07550072382243835
1970-01-01 13:47:28.152237,0.0006455374902100642,-1.0504349395150419,0.07151847643158328
1970-01-01 13:47:28.262314,-0.006967865173107546,-1.1599318228129407,0.08442427268825368
1970-01-01 13:47:28.362289,-0.008710767186419307,-1.0574640104495225,0.07817360951515134
1970-01-01 13:47:28.472305,-0.008758209806234547,-1.168593479044222,0.0855467741637236
1970-01-01 13:47:28.522598,-0.0032136443362793983,-0.5227971557632535,0.02949824073821651
1970-01-01 13:47:28.622543,-0.006628154166345509,-1.0252898951101324,0.05282039925750477
1970-01-01 13:47:28.722671,-0.004839061523056388,-1.0323093794049156,0.0688614855780353
1970-01-01 13:47:28.822281,0.0017559827702471494,-1.0242062591879668,0.06680197711302156
1970-01-01 13:47:28.872360,0.0001056888362453806,-0.5079895037151477,0.02429875212943514
1970-01-01 13:47:28.982345,-0.0022649690779847943,-1.107348922574174,0.055355651760817186
1970-01-01 13:47:29.082260,0.0021447182683636754,-1.016614382330301,0.0656821965846067
1970-01-01 13:47:29.192306,0.0029805192090180477,-1.1259738669131978,0.0748374254410513
1970-01-01 13:47:29.302292,0.000494427612676807,-1.1357522004098088,0.08162163332735181
1970-01-01 13:47:29.412308,-0.0012364735482981574,-1.1371677435824663,0.07907758754374215
1970-01-01 13:47:29.522262,-0.0035412061768981627,-1.1275842711144932,0.07762140782722228
1970-01-01 13:47:29.632309,-0.0051940904011467896,-1.1301950258852635,0.07963591107660743
1970-01-01 13:47:29.742294,-0.007086499195176867,-1.1305122040834177,0.0780781719586245
1970-01-01 13:47:29.802322,-0.0026121566080009044,-0.6085021303169783,0.03283155234030824
1970-01-01 13:47:29.912338,-0.006890421387890852,-1.1123509336454307,0.05634973725253614
1970-01-01 13:47:30.012253,-0.008663495167206174,-1.0164680667264272,0.052183066996098565
1970-01-01 13:47:30.122299,0.009507447958965593,-1.1233335809232485,0.04651480236301343
1970-01-01 13:47:30.232345,0.03698870982485121,-1.1315647286990176,0.04803996070715974
1970-01-01 13:47:30.342300,0.07099320213780098,-1.1311846061012092,0.04205278044233282
1970-01-01 13:47:30.452316,0.09410562891678664,-1.1217484216621938,0.017753391026637918
1970-01-01 13:47:30.562332,0.09297774540113671,-1.1111295651197195,-0.02942646666679966
1970-01-01 13:47:30.662277,0.08255917529048655,-1.0053393875693268,-0.06468854493224407
1970-01-01 13:47:30.772293,0.08935338521898001,-1.109486569282505,-0.07841928189590065
1970-01-01 13:47:30.872299,0.07934127988197145,-1.0133131267161546,-0.06286151058189204
1970-01-01 13:47:30.982376,0.08261106996234964,-1.1174719129453052,-0.06360118777912031
1970-01-01 13:47:31.082260,0.07766559548874406,-1.0186627527447305,-0.05767619127695966
1970-01-01 13:47:31.182297,0.08512628168975256,-1.0224149467099708,-0.053829552366718096
1970-01-01 13:47:31.292312,0.09155224681793943,-1.118486414667229,-0.0414776334392844
1970-01-01 13:47:31.392288,0.07741970500582059,-1.010114389724995,-0.025050926854822568
