DateTime,x,y,z,dx,dy,dz,Time_secs,Activity,Time_diff
1970-01-01 03:26:03.992261,2.6,9.66,1.0351465,0.0,0.0,0.0,12363.992261000001,Sitting,0.0
1970-01-01 03:26:04.042279,2.68,9.53,0.50395286,0.00330237642768,-0.00026894353483000093,0.000962629819379048,12364.042279000001,Sitting,0.05001799999990908
1970-01-01 03:26:04.092267,3.49,8.89,0.7627395,0.007154794937,-0.0010184222699800014,0.0017533552122335593,12364.092267,Sitting,0.10000599999875703
1970-01-01 03:26:04.142316,3.64,9.38,0.92618364,0.0083240912477925,-0.0015959593839375006,0.001849915291135338,12364.142316000001,Sitting,0.15005500000006577
1970-01-01 03:26:04.192273,2.91,9.34,1.0351465,0.00854349277201,-0.0014053834549125,0.0022794265563195935,12364.192273,Sitting,0.20001199999933306
1970-01-01 03:26:04.242292,3.15,9.43,0.88532263,0.007882162709077501,-0.0010938836428875012,0.0024264481402654072,12364.242292,Sitting,0.25003099999958067
1970-01-01 03:26:04.292249,3.15,9.53,0.84446156,0.0077164111744199996,-0.0009427856314725022,0.002278973073593672,12364.292249,Sitting,0.29998799999884795
1970-01-01 03:26:04.342267,2.91,9.72,0.84446156,0.00772575752181,-0.0006437101522600018,0.002136911328684157,12364.342267,Sitting,0.35000599999875703
1970-01-01 03:26:04.392285,3.21,9.38,0.92618364,0.00761798198658,-0.0005566505720900004,0.002163787285969034,12364.392285,Sitting,0.4000239999986661
1970-01-01 03:26:04.442273,3.15,9.43,0.7627395,0.007798550898479999,-0.0008310460010799999,0.0021618562991343924,12364.442273,Sitting,0.45001199999933306
1970-01-01 03:26:04.492261,3.02,9.51,0.42223078,0.007827491451079999,-0.0009308030536400012,0.0017953213229341628,12364.492261000001,Sitting,0.5
1970-01-01 03:26:04.542371,2.68,9.15,1.1441092,0.007441998456399999,-0.0010284756796000015,0.001725332283176247,12364.542371000001,Sitting,0.5501100000001315
1970-01-01 03:26:04.592237,1.84,9.62,1.6480621,0.0063706472857800005,-0.0011281147780500015,0.002714252636245139,12364.592237,Sitting,0.5999759999995149
1970-01-01 03:26:04.642316,2.79,9.23,1.7297841,0.0057247820117775,-0.0010134353268675016,0.0038610104467794375,12364.642316000001,Sitting,0.6500550000000658
1970-01-01 03:26:04.692273,2.6,9.51,1.0351465,0.006258787809500001,-0.0010306502528575014,0.0038377816398482843,12364.692273,Sitting,0.7000119999993331
1970-01-01 03:26:04.742261,2.83,9.38,1.0760075,0.006757166265789999,-0.0010054261398000008,0.003045019071690091,12364.742261000001,Sitting,0.75
1970-01-01 03:26:04.792279,2.96,9.34,1.2666923,0.007015512925769999,-0.0010192097834800006,0.002784871252216368,12364.792279000001,Sitting,0.8000179999999091
1970-01-01 03:26:04.852246,2.87,9.47,1.3756552,0.009582903952402501,-0.0014030699368725006,0.004132188212741687,12364.852246,Sitting,0.859984999999142
1970-01-01 03:26:04.902234,2.96,9.34,1.334794,0.00801104751205,-0.0011130271843500005,0.0036734130085148238,12364.902234000001,Sitting,0.909972999999809
1970-01-01 03:26:04.952283,3.41,9.34,0.92618364,0.007635502591582501,-0.0010952765701650014,0.003111166014079796,12364.952283,Sitting,0.9600219999992987
1970-01-01 03:26:05.002210,3.26,9.28,1.1849703,0.008135919439735,-0.001210393491655002,0.002728051878973082,12365.00221,Sitting,1.0099489999993239
1970-01-01 03:26:05.052381,2.91,9.43,1.3075534,0.00805957178884,-0.0011988687815775022,0.0028905518599817194,12365.052381000001,Sitting,1.0601200000000972
1970-01-01 03:26:05.102246,3.06,9.7,1.6889231,0.007570119342200001,-0.0008737527307250025,0.0034216329201961493,12365.102246,Sitting,1.109984999999142
1970-01-01 03:26:05.152295,3.3,9.0,1.6480621,0.0077076171947025015,-0.0008818499918925025,0.003959277204734855,12365.152295,Sitting,1.1600339999986318
1970-01-01 03:26:05.202222,2.87,9.08,0.7627395,0.0078180842825525,-0.0015344147289550016,0.003586966169211417,12365.202222,Sitting,1.209960999998657
1970-01-01 03:26:05.252301,3.45,9.0,1.2258313,0.0078191957151825,-0.0019281571824900012,0.002753715614344384,12365.252301,Sitting,1.2600399999992078
1970-01-01 03:26:05.302259,3.34,9.53,1.9885708,0.00818954125195,-0.0016433169532600019,0.0032494024223218483,12365.302259,Sitting,1.3099979999988136
1970-01-01 03:26:05.352307,2.22,9.58,1.2666923,0.007725931030400002,-0.001000693494400002,0.004047688400850387,12365.352307000001,Sitting,1.3600459999997838
1970-01-01 03:26:05.402204,3.3,9.08,1.2666923,0.006906971268260001,-0.0009159292908000014,0.0036091460494378637,12365.402204,Sitting,1.4099429999987478
1970-01-01 03:26:05.452283,3.38,9.19,1.3756552,0.007636536193409999,-0.0014461284034575014,0.003239290152617564,12365.452283,Sitting,1.4600219999992987
1970-01-01 03:26:05.502210,2.79,9.47,1.4573772,0.0080204893390925,-0.0014420985825975014,0.0034171402941354065,12365.50221,Sitting,1.5099489999993239
1970-01-01 03:26:05.552259,3.11,9.3,1.4573772,0.0075491245239525,-0.0011320029017325005,0.0035950866305621055,12365.552259,Sitting,1.5599979999988136
1970-01-01 03:26:05.602216,3.11,9.28,1.2666923,0.007568755767370001,-0.0011801957830025005,0.0035215548932217467,12365.602216000001,Sitting,1.6099549999998999
1970-01-01 03:26:05.652326,3.26,9.23,1.3756552,0.0078914886641,-0.0013476756279500015,0.0033635632607202544,12365.652326000001,Sitting,1.6600650000000314
1970-01-01 03:26:05.702222,3.06,9.3,1.334794,0.007915294621079942,-0.001372249022759991,0.0033386487175832637,12365.702222,Sitting,1.709960999998657
1970-01-01 03:26:05.752301,2.98,9.38,1.3756552,0.007734950442630035,-0.0012702651027750051,0.003392566283510724,12365.752301,Sitting,1.7600399999992078
1970-01-01 03:26:05.802259,3.15,9.23,1.334794,0.007602604693150018,-0.0012181239156800025,0.003386468058085494,12365.802259,Sitting,1.8099979999988136
1970-01-01 03:26:05.852246,3.17,9.23,1.334794,0.007774982728764999,-0.0013551788118749998,0.0033597926828414083,12365.852246,Sitting,1.859984999999142
1970-01-01 03:26:05.902204,3.11,9.34,1.4573772,0.00786406463216,-0.0013793506213900008,0.0034088339742362615,12365.902204,Sitting,1.9099429999987478
1970-01-01 03:26:05.952314,3.02,9.28,1.2666923,0.00777845678985,-0.0012848943122500016,0.0034575199894975018,12365.952314,Sitting,1.9600529999988794
1970-01-01 03:26:06.002240,3.11,9.28,1.2666923,0.007653913917419999,-0.0012859884161400025,0.0032824458069870854,12366.002240000002,Sitting,2.009979000000385
