DateTime,x,y,z,dx,dy,dz,Time_secs,Activity,Time_diff
1970-01-01 13:46:00.572311,10.119919,4.3312707,-3.7864566,0.0,0.0,0.0,49560.572311,Upstairs,0.0
1970-01-01 13:46:00.682449,4.862464,3.9090397,-2.7921712,0.04543549619309546,-0.03450998706276619,-0.019950312200848957,49560.682449,Upstairs,0.11013799999636831
1970-01-01 13:46:00.782303,9.466142,13.402422,-3.8273177,0.0769100052706832,-0.03704216527849009,-0.034587911645031125,49560.782303,Upstairs,0.2099919999964186
1970-01-01 13:46:00.842209,5.7477865,7.6273947,-3.1463003,0.03507757226940524,-0.00218747214552182,-0.01615580958382258,49560.842209,Upstairs,0.2698979999986477
1970-01-01 13:46:00.942184,2.3018389,8.921328,-3.0237172,0.04289344645902445,-0.0055634705055022686,-0.025858760180140807,49560.942184,Upstairs,0.3698729999960051
1970-01-01 13:46:01.002456,7.8180795,7.0553403,-4.3312707,0.021316835530986546,-0.007935439189216213,-0.015974299972527948,49561.002456,Upstairs,0.430144999998447
1970-01-01 13:46:01.062118,2.8330324,8.539958,-3.336985,0.01857597788632047,-0.006856843897548461,-0.013435931655190154,49561.062118,Upstairs,0.48980699999810895
1970-01-01 13:46:01.162613,1.7978859,10.95076,-3.1054392,0.02765749960153362,-0.006359171536377656,-0.02776010798163961,49561.162613,Upstairs,0.5903019999968819
1970-01-01 13:46:01.262283,0.9942854,8.771504,-3.568531,0.018530642613275066,-6.975758055892497e-05,-0.03270735909786542,49561.262283000004,Upstairs,0.6899720000001253
1970-01-01 13:46:01.332321,1.2258313,9.466142,-3.5276701,0.007595415309193604,-0.001516754424247436,-0.02034951187758002,49561.332321,Upstairs,0.7600099999981467
1970-01-01 13:46:01.392288,0.14982383,9.343558,-3.405087,0.003567833281061574,-0.0021799289225811988,-0.013683575556746826,49561.392288,Upstairs,0.8199769999991986
1970-01-01 13:46:01.492233,0.42223078,6.8237944,-3.3642259,0.0034897772956778146,-0.00983624020283838,-0.027292371505341414,49561.492233000004,Upstairs,0.9199220000009518
1970-01-01 13:46:01.592270,3.2961242,11.563675,-3.636633,0.010732646488712732,-0.011713670655489158,-0.03443533385031608,49561.59227,Upstairs,1.0199589999974705
1970-01-01 13:46:01.692276,0.313268,12.598822,-2.8738933,0.018324448238116707,0.00827495375118199,-0.033787942528349865,49561.692276,Upstairs,1.1199649999980466
1970-01-01 13:46:01.792312,0.92618364,9.466142,0.5720546,0.0121281310712515,0.017477824094513154,-0.022041892959639143,49561.792312000005,Upstairs,1.2200010000015027
1970-01-01 13:46:01.902206,0.8036005,9.084772,-0.08172209,0.008628950578768184,0.00349183464558176,-0.00484583459524316,49561.902206000006,Upstairs,1.3298950000025798
1970-01-01 13:46:01.968765,-0.23154591,9.915613,0.46309182,0.003796663132753232,-0.002641179123599237,0.0013190028431373023,49561.968765000005,Upstairs,1.3964540000015404
1970-01-01 13:46:02.182144,-1.334794,9.888372,2.5333846,-0.01579797634789776,-0.00010575167102227946,0.03546192170338623,49562.182144000006,Upstairs,1.6098330000022543
1970-01-01 13:46:02.282272,0.42223078,8.499097,3.214402,-0.010653548453261167,-0.0021065010908418837,0.030411364752298078,49562.282272000004,Upstairs,1.709961000000476
1970-01-01 13:46:02.332657,-0.42223078,7.082581,3.2961242,-0.0011509587899233731,-0.00411748383957656,0.011381306912677467,49562.332657000006,Upstairs,1.7603460000027553
1970-01-01 13:46:02.432297,0.08172209,4.903325,3.8273177,-0.0008451536010615601,-0.024016527625038423,0.025851912202359866,49562.43229700001,Upstairs,1.8599860000031185
1970-01-01 13:46:02.482681,1.1168685,4.9850473,5.175732,0.0003333090844188301,-0.015757337230254815,0.014654052970582004,49562.482681,Upstairs,1.9103699999977835
