Subject-id_accel,Activity_accel,Timestamp_accel,accel_x,accel_y,accel_z,Segment_accel,DateTime,gyro_x,gyro_y,gyro_z,accel_magnitude,gyro_magnitude,Roll,Pitch,Yaw,Time_Difference,Difference_Microseconds,vx,vy,vz,dx,dy,dz,Time_diff
1629,C,606156018740235.0,3.0323485639488936,9.108017,2.731049338740459,146,1970-01-08 00:22:36.018740235,-0.4608307,-0.76394653,0.1396637,10.225897647095318,0.9030421827684579,101.22478485107422,13.95142650604248,89.56785583496094,15005508.0,50354.0,0.22273746541798262,-0.05832846227200002,0.1525372533011371,0.005607861166828549,-0.0014685356946221445,0.003840430426362729,15.0055089519592
1629,C,606156018740235.0,3.0323485639488936,9.108017,2.731049338740459,146,1970-01-08 00:22:36.018740235,-0.4608307,-0.76394653,0.1396637,10.225897647095318,0.9030421827684579,101.267578125,14.180943489074707,89.54613494873047,15005508.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,15.0055089519592
1629,C,606156018740235.0,3.0323485639488936,9.108017,2.731049338740459,151,1970-01-08 00:22:36.018740235,-0.4608307,-0.76394653,0.1396637,10.225897647095318,0.9030421827684579,101.30928039550781,14.404818534851074,89.52442932128906,15005508.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,15.0055089519592
1629,C,606156018740235.0,3.0323485639488936,9.108017,2.731049338740459,151,1970-01-08 00:22:36.018740235,-0.4608307,-0.76394653,0.1396637,10.225897647095318,0.9030421827684579,101.34989929199219,14.623189926147461,89.50273895263672,15005508.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,15.0055089519592
1629,C,606156069094239.0,0.10432456394889389,9.911316,3.1609962387404593,146,1970-01-08 00:22:36.069094239,-0.68829346,-0.19265747,0.015792847,12.252099910899645,0.7149225145719904,101.31298065185547,14.624308586120605,89.4928207397461,15055862.0,50354.0,0.0789720193410826,-0.014619453059000047,0.14834403150423708,0.001988278530950437,-0.0003680739696664442,0.0037348576811821774,15.055862955981866
1629,C,606156069094239.0,0.10432456394889389,9.911316,3.1609962387404593,146,1970-01-08 00:22:36.069094239,-0.68829346,-0.19265747,0.015792847,12.252099910899645,0.7149225145719904,101.27606201171875,14.625421524047852,89.48289489746094,15055862.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,15.055862955981866
1629,C,606156069094239.0,0.10432456394889389,9.911316,3.1609962387404593,151,1970-01-08 00:22:36.069094239,-0.68829346,-0.19265747,0.015792847,12.252099910899645,0.7149225145719904,101.23915100097656,14.6265287399292,89.47298431396484,15055862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.055862955981866
1629,C,606156069094239.0,0.10432456394889389,9.911316,3.1609962387404593,151,1970-01-08 00:22:36.069094239,-0.68829346,-0.19265747,0.015792847,12.252099910899645,0.7149225145719904,101.20222473144531,14.627620697021484,89.46305847167969,15055862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.055862955981866
1629,C,606156119448243.0,2.5982361639488936,12.937302,3.932083838740459,146,1970-01-08 00:22:36.119448243,-0.6878967,0.8053131,0.055343628,13.728876896463337,1.0605630467174982,101.02750396728516,14.726181983947754,89.46516418457031,15106216.0,50354.0,0.0680423714462826,0.08179045538599997,0.17858247711073708,0.001713102785903057,0.002059238295253321,0.004496171026217028,15.10621696000453
1629,C,606156119448243.0,2.5982361639488936,12.937302,3.932083838740459,146,1970-01-08 00:22:36.119448243,-0.6878967,0.8053131,0.055343628,13.728876896463337,1.0605630467174982,100.85707092285156,14.822317123413086,89.4681625366211,15106216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.10621696000453
